Departamento,Municipio,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
TOLIMA,ATACO,73067000,ARTEFACTO INCENDIARIO,06/05/2014,1
META,CUMARAL,50226000,GRANADA DE MANO,07/05/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/05/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,08/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/05/2014,1
ANTIOQUIA,VALDIVIA,5854000,COMBUSTIBLE,09/05/2014,2
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/05/2014,1
BOLÍVAR,NOROSÍ,13490000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/05/2014,1
GUAJIRA,MAICAO,44430000,GRANADA DE MANO,10/05/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,COMBUSTIBLE,11/05/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/05/2014,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/05/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,14/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/05/2014,2
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/05/2014,2
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/05/2014,1
PUTUMAYO,VILLAGARZÓN,86885000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/05/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/05/2014,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/05/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/05/2014,1
AMAZONAS,LETICIA (CT),91001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/05/2014,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/05/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,GRANADA DE MANO,30/05/2014,1
CHOCÓ,LLORÓ,27413000,ARMA DE FUEGO,31/05/2014,1
ANTIOQUIA,PUERTO TRIUNFO,5591000,COMBUSTIBLE,01/06/2014,1
ANTIOQUIA,EL CARMEN DE VIBORAL,5148000,COMBUSTIBLE,03/06/2014,1
GUAJIRA,VILLANUEVA,44874000,GRANADA DE MANO,03/06/2014,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/06/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/06/2014,1
CAUCA,MERCADERES,19450000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/06/2014,1
CHOCÓ,TADÓ,27787000,CARRO BOMBA,08/06/2014,1
GUAJIRA,EL MOLINO,44110000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/06/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/06/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/06/2014,1
NORTE DE SANTANDER,OCAÑA,54498000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/06/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,11/06/2014,1
BOYACÁ,CUBARÁ,15223000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/06/2014,1
CHOCÓ,BAGADÓ,27073000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/06/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,MINA ANTIPERSONA,14/06/2014,1
VALLE,FLORIDA,76275000,-,14/06/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,ARTEFACTO INCENDIARIO,15/06/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,15/06/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/06/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,17/06/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,18/06/2014,1
BOYACÁ,SOGAMOSO,15759000,ARTEFACTO INCENDIARIO,19/06/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/06/2014,1
CASANARE,YOPAL (CT),85001000,PAQUETE BOMBA,22/06/2014,1
ARAUCA,SARAVENA,81736000,COMBUSTIBLE,23/06/2014,1
ANTIOQUIA,GUADALUPE,5315000,GRANADA DE MANO,24/06/2014,1
META,PUERTO RICO,50590000,COMBUSTIBLE,25/06/2014,1
ANTIOQUIA,DABEIBA,5234000,ARMA DE FUEGO,28/06/2014,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/06/2014,2
ARAUCA,ARAUCA (CT),81001000,CILINDRO BOMBA,29/06/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/06/2014,1
ANTIOQUIA,YARUMAL,5887000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/07/2014,1
HUILA,ALTAMIRA,41026000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/07/2014,1
ANTIOQUIA,ANORÍ,5040000,MINA ANTIPERSONA,02/07/2014,1
ANTIOQUIA,ANGOSTURA,5038000,COMBUSTIBLE,02/07/2014,1
GUAJIRA,BARRANCAS,44078000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/07/2014,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,02/07/2014,1
META,VISTAHERMOSA,50711000,GRANADA DE MANO,02/07/2014,1
META,VISTAHERMOSA,50711000,COMBUSTIBLE,02/07/2014,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/07/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/07/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,03/07/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/07/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/07/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/07/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/07/2014,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/07/2014,1
ANTIOQUIA,GUADALUPE,5315000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/07/2014,1
META,EL DORADO,50270000,GRANADA DE MANO,06/07/2014,1
PUTUMAYO,VILLAGARZÓN,86885000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/07/2014,1
VALLE,YUMBO,76892000,GRANADA DE MANO,08/07/2014,1
ARAUCA,SARAVENA,81736000,MINA ANTIPERSONA,09/07/2014,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,10/07/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/07/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,10/07/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/07/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/07/2014,1
META,SAN JUAN DE ARAMA,50683000,COMBUSTIBLE,11/07/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,11/07/2014,1
ANTIOQUIA,TOLEDO,5819000,COMBUSTIBLE,12/07/2014,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,12/07/2014,1
ANTIOQUIA,YONDÓ,5893000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/07/2014,1
HUILA,AGRADO,41013000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/07/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/07/2014,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/07/2014,2
CHOCÓ,EL CARMEN DE ATRATO,27245000,ARTEFACTO INCENDIARIO,15/07/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,15/07/2014,1
HUILA,CAMPOALEGRE,41132000,COMBUSTIBLE,15/07/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO INCENDIARIO,15/07/2014,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/07/2014,1
META,PUERTO CONCORDIA,50450000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/07/2014,1
META,GRANADA,50313000,GRANADA DE MANO,16/07/2014,1
META,GRANADA,50313000,ARTEFACTO INCENDIARIO,16/07/2014,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/07/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,16/07/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/07/2014,1
ANTIOQUIA,CAUCASIA,5154000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/07/2014,1
HUILA,GIGANTE,41306000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/07/2014,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/07/2014,2
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/07/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/07/2014,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO INCENDIARIO,18/07/2014,2
ANTIOQUIA,SEGOVIA,5736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/07/2014,2
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/07/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/07/2014,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,19/07/2014,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/07/2014,1
ANTIOQUIA,REMEDIOS,5604000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/07/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/07/2014,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/07/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO INCENDIARIO,21/07/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,21/07/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/07/2014,1
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/07/2014,1
PUTUMAYO,SAN MIGUEL,86757000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/07/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/07/2014,2
ANTIOQUIA,YOLOMBÓ,5890000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/07/2014,1
NARIÑO,EL CHARCO,52250000,ARMA DE FUEGO,24/07/2014,1
VALLE,YUMBO,76892000,GRANADA DE MANO,24/07/2014,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/07/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/07/2014,1
NARIÑO,PASTO (CT),52001000,CILINDRO BOMBA,26/07/2014,1
NORTE DE SANTANDER,BUCARASICA,54109000,ARTEFACTO INCENDIARIO,26/07/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/07/2014,1
ANTIOQUIA,SANTA BÁRBARA,5679000,ARTEFACTO INCENDIARIO,28/07/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,GRANADA DE MANO,28/07/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/07/2014,1
VALLE,DAGUA,76233000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/07/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/07/2014,3
HUILA,CAMPOALEGRE,41132000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/07/2014,1
HUILA,PALERMO,41524000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/07/2014,1
META,PUERTO GAITÁN,50568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/07/2014,1
SANTANDER,BARRANCABERMEJA,68081000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/07/2014,1
CAUCA,CALDONO,19137000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/07/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/07/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/07/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/07/2014,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/08/2014,1
META,CUBARRAL,50223000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/08/2014,1
HUILA,GARZÓN,41298000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/08/2014,1
HUILA,HOBO,41349000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/08/2014,1
PUTUMAYO,MOCOA (CT),86001000,ARTEFACTO INCENDIARIO,05/08/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/08/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/08/2014,1
HUILA,BARAYA,41078000,COMBUSTIBLE,08/08/2014,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,09/08/2014,1
HUILA,TELLO,41799000,COMBUSTIBLE,09/08/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/08/2014,1
VALLE,FLORIDA,76275000,GRANADA DE MANO,09/08/2014,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/08/2014,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/08/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/08/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/08/2014,1
VALLE,TULUÁ,76834000,GRANADA DE MANO,11/08/2014,1
GUAJIRA,BARRANCAS,44078000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/08/2014,1
VICHADA,CUMARIBO,99773000,COMBUSTIBLE,13/08/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CILINDRO BOMBA,14/08/2014,1
NARIÑO,CUMBITARA,52233000,ARMA DE FUEGO,15/08/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,16/08/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/08/2014,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/08/2014,1
ANTIOQUIA,CAMPAMENTO,5134000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/08/2014,1
ANTIOQUIA,CAMPAMENTO,5134000,COMBUSTIBLE,19/08/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/08/2014,1
CAUCA,PATÍA,19532000,CILINDRO BOMBA,21/08/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/08/2014,1
META,VISTAHERMOSA,50711000,ARTEFACTO INCENDIARIO,21/08/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,COMBUSTIBLE,21/08/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/08/2014,1
META,EL DORADO,50270000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/08/2014,1
ARAUCA,ARAUQUITA,81065000,CILINDRO BOMBA,23/08/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,COMBUSTIBLE,23/08/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/08/2014,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,25/08/2014,1
META,PUERTO LLERAS,50577000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/08/2014,1
META,SAN MARTÍN,50689000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/08/2014,1
SANTANDER,BUCARAMANGA (CT),68001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/08/2014,1
HUILA,NEIVA (CT),41001000,COMBUSTIBLE,26/08/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/08/2014,1
ANTIOQUIA,YARUMAL,5887000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/08/2014,1
ANTIOQUIA,YARUMAL,5887000,COMBUSTIBLE,27/08/2014,1
CAUCA,CALOTO,19142000,ARTEFACTO INCENDIARIO,28/08/2014,1
CAUCA,INZÁ,19355000,ARTEFACTO INCENDIARIO,28/08/2014,1
PUTUMAYO,VILLAGARZÓN,86885000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/08/2014,1
CAQUETÁ,FLORENCIA (CT),18001000,CARRO BOMBA,29/08/2014,1
CASANARE,YOPAL (CT),85001000,GRANADA DE MANO,30/08/2014,1
HUILA,PITALITO,41551000,GRANADA DE MANO,31/08/2014,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CANTINA BOMBA,02/09/2014,1
META,PUERTO LLERAS,50577000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/09/2014,1
TOLIMA,PLANADAS,73555000,COMBUSTIBLE,02/09/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO INCENDIARIO,05/09/2014,1
ANTIOQUIA,GUADALUPE,5315000,MOTO BOMBA,05/09/2014,1
META,GRANADA,50313000,GRANADA DE MANO,05/09/2014,1
ANTIOQUIA,BURITICÁ,5113000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/09/2014,1
META,VISTAHERMOSA,50711000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/09/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/09/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/09/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/09/2014,1
META,RESTREPO,50606000,GRANADA DE MANO,08/09/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,08/09/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO INCENDIARIO,08/09/2014,1
META,GRANADA,50313000,GRANADA DE MANO,09/09/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/09/2014,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO INCENDIARIO,10/09/2014,1
HUILA,TESALIA,41797000,COMBUSTIBLE,10/09/2014,1
HUILA,GIGANTE,41306000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/09/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/09/2014,1
META,GUAMAL,50318000,GRANADA DE MANO,12/09/2014,1
HUILA,AIPE,41016000,COMBUSTIBLE,13/09/2014,1
VALLE,JAMUNDÍ,76364000,GRANADA DE MORTERO,13/09/2014,1
VICHADA,CUMARIBO,99773000,COMBUSTIBLE,13/09/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,MINA ANTIPERSONA,14/09/2014,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,15/09/2014,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/09/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/09/2014,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/09/2014,1
CAUCA,PADILLA,19513000,ARTEFACTO INCENDIARIO,17/09/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/09/2014,1
NORTE DE SANTANDER,EL TARRA,54250000,MINA ANTIPERSONA,20/09/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/09/2014,1
NARIÑO,LEIVA,52405000,GRANADA DE MANO,22/09/2014,1
META,VISTAHERMOSA,50711000,MINA ANTIPERSONA,23/09/2014,1
CAUCA,PIENDAMÓ,19548000,GRANADA DE MANO,24/09/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,COMBUSTIBLE,24/09/2014,1
ANTIOQUIA,ANORÍ,5040000,COMBUSTIBLE,25/09/2014,1
HUILA,NEIVA (CT),41001000,COMBUSTIBLE,25/09/2014,1
ANTIOQUIA,TARAZÁ,5790000,COMBUSTIBLE,26/09/2014,1
CAUCA,GUACHENÉ,19300000,COMBUSTIBLE,26/09/2014,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/09/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/09/2014,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/09/2014,1
HUILA,NEIVA (CT),41001000,COMBUSTIBLE,01/10/2014,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/10/2014,1
PUTUMAYO,MOCOA (CT),86001000,GRANADA DE MANO,01/10/2014,1
CAUCA,PADILLA,19513000,ARTEFACTO INCENDIARIO,02/10/2014,1
META,SAN JUAN DE ARAMA,50683000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/10/2014,1
CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610000,COMBUSTIBLE,03/10/2014,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/10/2014,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/10/2014,1
TOLIMA,ATACO,73067000,GRANADA DE MANO,07/10/2014,1
CAUCA,LA VEGA,19397000,COMBUSTIBLE,09/10/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/10/2014,2
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/10/2014,2
TOLIMA,DOLORES,73236000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/10/2014,1
ARAUCA,ARAUQUITA,81065000,GRANADA DE MANO,12/10/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/10/2014,2
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/10/2014,1
ANTIOQUIA,BURITICÁ,5113000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/10/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO INCENDIARIO,15/10/2014,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/10/2014,1
META,LA MACARENA,50350000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/10/2014,1
NORTE DE SANTANDER,SARDINATA,54720000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/10/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/10/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/10/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/10/2014,1
HUILA,IQUIRA,41357000,COMBUSTIBLE,18/10/2014,1
HUILA,NEIVA (CT),41001000,PAQUETE BOMBA,18/10/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/10/2014,2
CASANARE,AGUAZUL,85010000,GRANADA DE MANO,21/10/2014,1
META,GUAMAL,50318000,GRANADA DE MANO,21/10/2014,1
ANTIOQUIA,EL SANTUARIO,5697000,GRANADA DE MANO,22/10/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/10/2014,1
ANTIOQUIA,CÁCERES,5120000,MINA ANTIPERSONA,27/10/2014,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,27/10/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/10/2014,3
META,PUERTO CONCORDIA,50450000,COMBUSTIBLE,28/10/2014,1
ANTIOQUIA,VALDIVIA,5854000,CILINDRO BOMBA,29/10/2014,1
